Flight ID,Date,Gliding Club,Region,Scoring Distance (km),Speed (kph),Completed,Vpoints,Hpoints,Dpoints,Bpoints,Total Score
10465,23/06/2014,London Gliding Club,East Midlands,650,120,FALSE,140,30,560,0,730
18594,23/06/2014,Buckminster Gliding Club,East Midlands,550,120,TRUE,130,20,340,0,490
24579,23/06/2014,London Gliding Club,East Midlands,250,80,TRUE,70,20,150,0,240
25022,23/06/2014,Dunstable Gliding Club,East Midlands,230,50,TRUE,60,0,340,10,410
25082,23/06/2014,Cambridge Gliding Centre,East Anglia,430,100,TRUE,80,10,350,10,450
934,24/06/2014,Lasham Gliding Society,South East,370,60,TRUE,50,20,310,0,380
1756,24/06/2014,Midland Gliding Club,West Midlands,260,40,FALSE,30,40,390,10,470
2053,24/06/2014,Lasham Gliding Society,South East,660,210,TRUE,190,10,570,20,790
9733,24/06/2014,Scottish Gliding Centre,Scotland,230,50,TRUE,50,40,140,20,250
10957,24/06/2014,Wolds Gliding Club,East Midlands,640,170,FALSE,200,10,720,10,940
21047,24/06/2014,Midland Gliding Club,West Midlands,390,120,TRUE,110,10,550,0,670
23166,24/06/2014,Yorkshire Gliding Club,North West,310,60,FALSE,70,20,280,10,380
1043,25/06/2014,Buckminster Gliding Club,East Midlands,410,90,FALSE,80,50,390,20,540
3331,25/06/2014,London Gliding Club,East Midlands,540,110,TRUE,100,30,290,10,430
10326,25/06/2014,Lasham Gliding Society,South East,690,130,TRUE,120,30,520,10,680
11833,25/06/2014,Norfolk Gliding Club,East Anglia,420,80,TRUE,70,20,360,20,470
18871,25/06/2014,Portmoak Gliding Club,Scotland,400,100,TRUE,90,50,280,20,440
23465,25/06/2014,Lasham Gliding Society,South East,320,80,TRUE,90,40,310,10,450
1643,26/06/2014,London Gliding Club,East Midlands,310,70,TRUE,60,0,370,10,440
1934,26/06/2014,Devon & Somerset Gliding Club,South West,300,60,TRUE,60,40,180,20,300
5084,26/06/2014,Dunstable Gliding Club,East Midlands,610,110,TRUE,120,0,660,0,780
9318,26/06/2014,Portmoak Gliding Club,Scotland,510,100,TRUE,110,10,680,20,820
11739,26/06/2014,Devon & Somerset Gliding Club,South West,670,140,TRUE,160,40,760,20,980
21378,26/06/2014,Nympsfield Gliding Club,South West,440,120,TRUE,100,0,350,0,450
10015,27/06/2014,Yorkshire Gliding Club,North West,190,60,FALSE,60,10,190,0,260
14627,27/06/2014,Buckminster Gliding Club,East Midlands,560,120,TRUE,130,10,380,10,530
19821,27/06/2014,Cotswold Gliding Club,West Midlands,700,170,TRUE,160,40,480,10,690
947,28/06/2014,Norfolk Gliding Club,East Anglia,330,70,FALSE,70,20,280,20,390
3430,28/06/2014,Gransden Lodge Gliding Club,East Anglia,420,110,TRUE,130,40,420,20,610
12384,28/06/2014,Gransden Lodge Gliding Club,East Anglia,270,60,TRUE,50,10,220,20,300
16982,28/06/2014,London Gliding Club,East Midlands,350,60,TRUE,70,40,190,0,300
19817,28/06/2014,Lasham Gliding Society,South East,590,130,TRUE,110,0,440,10,560
2786,29/06/2014,Buckminster Gliding Club,East Midlands,300,90,TRUE,80,20,330,20,450
8248,29/06/2014,Buckminster Gliding Club,East Midlands,550,100,FALSE,90,10,600,0,700
9076,29/06/2014,Cambridge Gliding Centre,East Anglia,590,160,TRUE,160,20,560,10,750
397,30/06/2014,Lasham Gliding Society,South East,670,120,TRUE,110,0,670,0,780
417,30/06/2014,Wolds Gliding Club,East Midlands,430,90,TRUE,100,10,620,10,740
5454,30/06/2014,Scottish Gliding Centre,Scotland,310,80,TRUE,70,30,380,0,480
6494,30/06/2014,Cotswold Gliding Club,West Midlands,200,50,TRUE,40,30,160,0,230
16138,30/06/2014,London Gliding Club,East Midlands,560,120,TRUE,140,10,770,0,920
6953,01/07/2014,Buckminster Gliding Club,East Midlands,220,70,FALSE,70,10,240,20,340
7453,01/07/2014,Cotswold Gliding Club,West Midlands,350,100,TRUE,90,40,220,20,370
9673,01/07/2014,Portmoak Gliding Club,Scotland,450,110,TRUE,110,20,590,0,720
10468,01/07/2014,Midland Gliding Club,West Midlands,330,110,TRUE,100,40,310,20,470
15485,01/07/2014,Norfolk Gliding Club,East Anglia,540,110,TRUE,110,0,540,10,660
19626,01/07/2014,Midland Gliding Club,West Midlands,700,220,FALSE,190,20,940,0,1150
1619,02/07/2014,Kent Gliding Club,South East,690,220,TRUE,260,30,870,0,1160
8162,02/07/2014,Talgarth Gliding Club,South Wales,230,50,TRUE,50,0,130,10,190
11868,02/07/2014,Dunstable Gliding Club,East Midlands,250,80,TRUE,90,10,330,20,450
18100,02/07/2014,Wolds Gliding Club,East Midlands,260,60,TRUE,60,30,190,10,290
20385,02/07/2014,Cambridge Gliding Centre,East Anglia,500,90,TRUE,90,20,580,20,710
10844,03/07/2014,Yorkshire Gliding Club,North West,650,160,FALSE,180,20,700,10,910
20623,03/07/2014,Yorkshire Gliding Club,North West,420,70,TRUE,60,40,340,10,450
25715,03/07/2014,Norfolk Gliding Club,East Anglia,490,100,TRUE,110,20,400,10,540
1103,04/07/2014,Lasham Gliding Society,South East,740,220,TRUE,180,40,920,0,1140
1131,04/07/2014,Shalbourne Gliding Club,South East,610,120,TRUE,100,50,900,20,1070
5344,04/07/2014,Cotswold Gliding Club,West Midlands,400,110,TRUE,110,40,580,0,730
6386,04/07/2014,Devon & Somerset Gliding Club,South West,440,140,TRUE,170,30,410,0,610
11666,04/07/2014,Cotswold Gliding Club,West Midlands,380,80,TRUE,90,30,520,20,660
13400,04/07/2014,Scottish Gliding Centre,Scotland,430,90,TRUE,100,10,600,10,720
14581,04/07/2014,Shalbourne Gliding Club,South East,240,50,TRUE,50,20,290,0,360
19451,04/07/2014,Talgarth Gliding Club,South Wales,570,130,TRUE,120,50,340,10,520
25688,04/07/2014,Bristol & Gloucestershire Gliding Club,South West,280,60,TRUE,60,30,350,0,440
3009,05/07/2014,Shalbourne Gliding Club,South East,230,50,TRUE,50,0,330,10,390
4786,05/07/2014,Buckminster Gliding Club,East Midlands,410,80,TRUE,80,10,490,10,590
8239,05/07/2014,Norfolk Gliding Club,East Anglia,730,230,TRUE,270,10,840,10,1130
11116,05/07/2014,Cambridge Gliding Centre,East Anglia,470,120,TRUE,140,40,300,10,490
13583,05/07/2014,Cambridge Gliding Centre,East Anglia,360,60,TRUE,60,10,300,10,380
539,06/07/2014,Lasham Gliding Society,South East,590,170,TRUE,200,30,430,10,670
1320,06/07/2014,London Gliding Club,East Midlands,550,140,FALSE,130,10,620,0,760
3971,06/07/2014,Yorkshire Gliding Club,North West,390,100,TRUE,90,40,390,10,530
4987,06/07/2014,Midland Gliding Club,West Midlands,430,100,FALSE,110,40,560,10,720
13985,06/07/2014,Wolds Gliding Club,East Midlands,300,60,FALSE,60,50,180,10,300
14103,06/07/2014,Buckminster Gliding Club,East Midlands,550,130,TRUE,110,10,440,20,580
14127,06/07/2014,Midland Gliding Club,West Midlands,480,120,FALSE,120,50,660,20,850
14605,06/07/2014,Lasham Gliding Society,South East,490,120,TRUE,120,20,510,0,650
21891,06/07/2014,Devon & Somerset Gliding Club,South West,630,230,FALSE,200,10,940,0,1150
22180,06/07/2014,Devon & Somerset Gliding Club,South West,290,60,FALSE,50,40,270,10,370
387,07/07/2014,Wolds Gliding Club,East Midlands,550,170,FALSE,150,30,690,10,880
4908,07/07/2014,Nympsfield Gliding Club,South West,690,180,TRUE,160,10,450,20,640
7644,07/07/2014,Yorkshire Gliding Club,North West,440,100,TRUE,100,10,570,0,680
16350,07/07/2014,Lasham Gliding Society,South East,440,90,TRUE,90,30,580,20,720
19148,07/07/2014,Midland Gliding Club,West Midlands,220,70,TRUE,70,30,120,10,230
7876,08/07/2014,Kent Gliding Club,South East,550,140,TRUE,150,0,770,0,920
11889,08/07/2014,Yorkshire Gliding Club,North West,630,130,TRUE,150,40,430,10,630
12433,08/07/2014,Portmoak Gliding Club,Scotland,580,110,TRUE,100,50,290,0,440
18355,08/07/2014,Buckminster Gliding Club,East Midlands,480,130,TRUE,120,10,420,10,560
204,09/07/2014,Lasham Gliding Society,South East,540,110,TRUE,100,20,760,10,890
8385,09/07/2014,Cambridge Gliding Centre,East Anglia,410,80,TRUE,90,30,610,0,730
10449,09/07/2014,Midland Gliding Club,West Midlands,490,110,TRUE,120,50,670,10,850
20981,09/07/2014,London Gliding Club,East Midlands,640,180,TRUE,160,10,900,0,1070
719,10/07/2014,Norfolk Gliding Club,East Anglia,620,150,TRUE,180,40,780,10,1010
24155,10/07/2014,London Gliding Club,East Midlands,460,140,TRUE,170,30,450,20,670
24536,10/07/2014,London Gliding Club,East Midlands,360,60,FALSE,70,30,430,20,550
67,11/07/2014,Yorkshire Gliding Club,North West,290,80,FALSE,80,10,250,10,350
2889,11/07/2014,Midland Gliding Club,West Midlands,540,130,FALSE,120,50,450,20,640
13864,11/07/2014,Scottish Gliding Centre,Scotland,280,70,TRUE,60,50,310,10,430
15733,11/07/2014,Cotswold Gliding Club,West Midlands,690,170,TRUE,170,10,640,0,820
19421,11/07/2014,Wolds Gliding Club,East Midlands,390,70,TRUE,60,50,240,10,360
1863,12/07/2014,Buckminster Gliding Club,East Midlands,260,70,TRUE,80,50,360,10,500
5212,12/07/2014,Lasham Gliding Society,South East,550,90,TRUE,100,10,590,10,710
9148,12/07/2014,Buckminster Gliding Club,East Midlands,280,50,TRUE,60,20,150,20,250
9380,12/07/2014,Yorkshire Gliding Club,North West,300,50,TRUE,40,10,260,20,330
10761,12/07/2014,Shalbourne Gliding Club,South East,250,60,TRUE,60,0,300,0,360
14582,12/07/2014,Cambridge Gliding Centre,East Anglia,350,70,TRUE,70,40,520,10,640
23720,12/07/2014,Portmoak Gliding Club,Scotland,610,110,TRUE,120,10,500,10,640
23845,12/07/2014,Midland Gliding Club,West Midlands,530,100,TRUE,90,30,400,10,530
24137,12/07/2014,Shalbourne Gliding Club,South East,310,60,TRUE,50,50,440,10,550
4068,13/07/2014,Gransden Lodge Gliding Club,East Anglia,380,110,FALSE,90,20,510,10,630
4324,13/07/2014,Yorkshire Gliding Club,North West,540,150,TRUE,140,30,510,20,700
6012,13/07/2014,Buckminster Gliding Club,East Midlands,550,110,FALSE,130,0,540,20,690
7307,13/07/2014,Midland Gliding Club,West Midlands,550,110,TRUE,120,30,760,10,920
11841,13/07/2014,Lasham Gliding Society,South East,690,120,TRUE,120,50,530,0,700
12394,13/07/2014,Kent Gliding Club,South East,730,200,FALSE,160,0,1040,0,1200
14200,13/07/2014,Shalbourne Gliding Club,South East,310,80,FALSE,80,20,170,10,280
18654,13/07/2014,Lasham Gliding Society,South East,730,130,TRUE,110,40,930,20,1100
22700,13/07/2014,Cotswold Gliding Club,West Midlands,390,70,TRUE,80,40,210,20,350
23858,13/07/2014,Bristol & Gloucestershire Gliding Club,South West,450,90,FALSE,100,30,540,0,670
2286,14/07/2014,London Gliding Club,East Midlands,750,180,TRUE,190,40,530,20,780
5043,14/07/2014,Midland Gliding Club,West Midlands,270,80,TRUE,80,0,300,10,390
5473,14/07/2014,Yorkshire Gliding Club,North West,590,150,FALSE,140,50,490,0,680
15838,14/07/2014,Cotswold Gliding Club,West Midlands,470,90,TRUE,100,20,300,10,430
16580,14/07/2014,Lasham Gliding Society,South East,230,50,TRUE,60,40,140,10,250
6820,15/07/2014,Midland Gliding Club,West Midlands,590,120,TRUE,130,30,550,10,720
9923,15/07/2014,Husbands Bosworth Gliding Club,East Midlands,640,120,TRUE,140,40,800,0,980
16033,15/07/2014,Midland Gliding Club,West Midlands,710,170,TRUE,190,0,530,20,740
16902,15/07/2014,Scottish Gliding Centre,Scotland,630,150,FALSE,160,50,480,10,700
19047,15/07/2014,Lasham Gliding Society,South East,490,90,TRUE,80,20,420,20,540
19201,15/07/2014,Husbands Bosworth Gliding Club,East Midlands,350,60,TRUE,60,0,200,10,270
24397,16/07/2014,Portmoak Gliding Club,Scotland,560,120,FALSE,100,30,770,0,900
18,17/07/2014,Norfolk Gliding Club,East Anglia,380,110,TRUE,110,30,380,10,530
7576,17/07/2014,London Gliding Club,East Midlands,410,120,TRUE,140,20,310,10,480
8790,17/07/2014,Buckminster Gliding Club,East Midlands,330,80,FALSE,90,30,390,10,520
9710,17/07/2014,Gransden Lodge Gliding Club,East Anglia,310,80,TRUE,60,40,350,10,460
16017,17/07/2014,Norfolk Gliding Club,East Anglia,480,170,TRUE,150,0,420,10,580
23273,17/07/2014,Norfolk Gliding Club,East Anglia,260,60,TRUE,70,40,200,10,320
24992,17/07/2014,Midland Gliding Club,West Midlands,530,130,TRUE,150,50,530,20,750
10273,18/07/2014,Bristol & Gloucestershire Gliding Club,South West,300,90,TRUE,80,30,340,0,450
14804,18/07/2014,Yorkshire Gliding Club,North West,470,140,FALSE,140,10,650,10,810
5437,19/07/2014,Dunstable Gliding Club,East Midlands,720,230,TRUE,190,20,680,0,890
11609,19/07/2014,Portmoak Gliding Club,Scotland,600,200,FALSE,200,50,420,0,670
16909,19/07/2014,Dunstable Gliding Club,East Midlands,360,100,FALSE,110,10,320,20,460
22959,19/07/2014,Midland Gliding Club,West Midlands,430,90,TRUE,90,30,630,10,760
327,20/07/2014,Bristol & Gloucestershire Gliding Club,South West,410,120,TRUE,100,40,590,10,740
5110,20/07/2014,London Gliding Club,East Midlands,740,140,TRUE,150,20,730,0,900
10386,20/07/2014,Shalbourne Gliding Club,South East,260,50,FALSE,60,30,280,0,370
13306,20/07/2014,Yorkshire Gliding Club,North West,490,90,TRUE,80,30,550,20,680
16913,20/07/2014,Norfolk Gliding Club,East Anglia,370,100,TRUE,90,20,420,0,530
17062,20/07/2014,Bristol & Gloucestershire Gliding Club,South West,750,130,TRUE,120,20,1070,20,1230
22253,20/07/2014,London Gliding Club,East Midlands,530,130,TRUE,130,10,630,10,780
8028,21/07/2014,Dunstable Gliding Club,East Midlands,540,120,FALSE,140,10,720,10,880
12092,21/07/2014,Portmoak Gliding Club,Scotland,190,40,FALSE,40,10,120,20,190
13093,21/07/2014,Portmoak Gliding Club,Scotland,430,130,TRUE,150,20,580,10,760
15106,21/07/2014,Lasham Gliding Society,South East,710,130,TRUE,120,30,520,0,670
15970,21/07/2014,Wolds Gliding Club,East Midlands,630,130,TRUE,120,50,770,0,940
16131,21/07/2014,Husbands Bosworth Gliding Club,East Midlands,280,50,TRUE,50,40,320,0,410
23453,21/07/2014,Dunstable Gliding Club,East Midlands,670,190,TRUE,170,50,850,0,1070
12199,22/07/2014,Buckminster Gliding Club,East Midlands,610,150,TRUE,150,10,450,0,610
17913,22/07/2014,Bristol & Gloucestershire Gliding Club,South West,260,50,TRUE,40,10,230,10,290
22222,22/07/2014,Portmoak Gliding Club,Scotland,310,70,TRUE,80,50,360,0,490
25316,22/07/2014,Midland Gliding Club,West Midlands,210,40,FALSE,50,40,120,20,230
2906,23/07/2014,Dunstable Gliding Club,East Midlands,320,70,TRUE,80,40,420,10,550
3035,23/07/2014,Cambridge Gliding Centre,East Anglia,740,220,TRUE,250,40,1050,10,1350
3749,23/07/2014,Lasham Gliding Society,South East,610,110,TRUE,90,50,640,10,790
16105,23/07/2014,Lasham Gliding Society,South East,540,120,FALSE,140,0,470,0,610
24321,23/07/2014,London Gliding Club,East Midlands,600,160,FALSE,150,0,540,20,710
2711,24/07/2014,Wolds Gliding Club,East Midlands,260,60,TRUE,70,10,170,0,250
7583,24/07/2014,Buckminster Gliding Club,East Midlands,440,90,FALSE,110,10,650,20,790
15507,24/07/2014,Buckminster Gliding Club,East Midlands,210,50,FALSE,50,10,230,10,300
17119,24/07/2014,Devon & Somerset Gliding Club,South West,810,260,TRUE,240,40,900,10,1190
19091,24/07/2014,Lasham Gliding Society,South East,650,120,TRUE,140,10,860,10,1020
20245,24/07/2014,Yorkshire Gliding Club,North West,230,40,TRUE,50,10,250,0,310
22127,24/07/2014,Midland Gliding Club,West Midlands,710,220,TRUE,220,20,820,0,1060
6408,25/07/2014,Devon & Somerset Gliding Club,South West,780,160,TRUE,160,20,1070,10,1260
9901,25/07/2014,Midland Gliding Club,West Midlands,500,160,FALSE,130,10,620,0,760
18918,25/07/2014,Kent Gliding Club,South East,280,90,FALSE,90,20,380,0,490
19172,25/07/2014,Lasham Gliding Society,South East,230,60,TRUE,50,40,230,10,330
1726,26/07/2014,Lasham Gliding Society,South East,310,90,TRUE,80,30,460,20,590
6774,26/07/2014,London Gliding Club,East Midlands,360,80,TRUE,90,10,500,10,610
24044,26/07/2014,Cambridge Gliding Centre,East Anglia,650,140,FALSE,140,50,490,20,700
17401,27/07/2014,Portmoak Gliding Club,Scotland,300,70,TRUE,80,20,290,10,400
4811,28/07/2014,Buckminster Gliding Club,East Midlands,260,60,FALSE,70,10,130,0,210
5309,28/07/2014,Portmoak Gliding Club,Scotland,240,50,TRUE,50,40,320,10,420
6194,28/07/2014,Yorkshire Gliding Club,North West,270,70,TRUE,60,0,380,10,450
9314,28/07/2014,Devon & Somerset Gliding Club,South West,440,150,TRUE,150,50,650,10,860
25977,28/07/2014,London Gliding Club,East Midlands,570,160,TRUE,170,10,640,20,840
1063,29/07/2014,Portmoak Gliding Club,Scotland,530,100,TRUE,110,20,720,0,850
6828,29/07/2014,Cambridge Gliding Centre,East Anglia,280,90,TRUE,90,40,180,20,330
7361,29/07/2014,London Gliding Club,East Midlands,520,120,TRUE,130,50,730,10,920
15259,29/07/2014,Norfolk Gliding Club,East Anglia,430,90,TRUE,100,50,340,10,500
18710,29/07/2014,Shalbourne Gliding Club,South East,390,110,TRUE,110,0,200,10,320
18969,29/07/2014,Lasham Gliding Society,South East,510,160,FALSE,190,40,740,20,990
1199,30/07/2014,Scottish Gliding Centre,Scotland,180,40,FALSE,40,0,230,0,270
6573,30/07/2014,Midland Gliding Club,West Midlands,710,170,FALSE,160,40,1040,10,1250
10093,30/07/2014,Cambridge Gliding Centre,East Anglia,580,100,TRUE,120,30,690,10,850
10727,30/07/2014,Scottish Gliding Centre,Scotland,530,150,TRUE,150,10,570,10,740
7087,31/07/2014,Cotswold Gliding Club,West Midlands,650,130,TRUE,130,30,940,0,1100
9160,31/07/2014,Norfolk Gliding Club,East Anglia,710,150,TRUE,140,30,480,0,650
10846,31/07/2014,London Gliding Club,East Midlands,720,230,TRUE,210,40,410,10,670
11273,31/07/2014,Lasham Gliding Society,South East,500,110,FALSE,120,30,700,10,860
11814,31/07/2014,Cambridge Gliding Centre,East Anglia,360,70,TRUE,80,30,200,20,330
20767,31/07/2014,Midland Gliding Club,West Midlands,680,130,TRUE,110,10,740,20,880
21168,31/07/2014,Cambridge Gliding Centre,East Anglia,660,220,TRUE,200,40,700,0,940
19488,01/08/2014,Bristol & Gloucestershire Gliding Club,South West,320,90,TRUE,90,20,430,10,550
2010,02/08/2014,Lasham Gliding Society,South East,560,190,TRUE,210,10,780,10,1010
3181,02/08/2014,Shalbourne Gliding Club,South East,220,70,TRUE,60,10,280,20,370
7934,02/08/2014,London Gliding Club,East Midlands,510,110,TRUE,90,10,280,10,390
20339,02/08/2014,Yorkshire Gliding Club,North West,320,70,TRUE,80,20,360,10,470
21713,02/08/2014,Husbands Bosworth Gliding Club,East Midlands,430,110,TRUE,110,20,610,10,750
25982,02/08/2014,Buckminster Gliding Club,East Midlands,690,160,TRUE,190,30,1010,20,1250
14568,03/08/2014,Bristol & Gloucestershire Gliding Club,South West,300,60,FALSE,50,10,300,0,360
17501,03/08/2014,Kent Gliding Club,South East,240,70,FALSE,60,10,240,10,320
20999,03/08/2014,Portmoak Gliding Club,Scotland,420,80,TRUE,90,0,240,10,340
25696,03/08/2014,Lasham Gliding Society,South East,370,110,TRUE,100,50,350,10,510
1290,04/08/2014,Lasham Gliding Society,South East,580,180,TRUE,210,20,320,10,560
2337,04/08/2014,Nympsfield Gliding Club,South West,660,160,FALSE,180,0,520,20,720
6603,04/08/2014,Nympsfield Gliding Club,South West,380,80,TRUE,70,10,320,10,410
7878,04/08/2014,Bristol & Gloucestershire Gliding Club,South West,720,190,TRUE,150,40,430,0,620
7889,04/08/2014,Yorkshire Gliding Club,North West,410,70,TRUE,60,10,590,0,660
9003,04/08/2014,Devon & Somerset Gliding Club,South West,570,130,FALSE,130,10,360,10,510
9514,04/08/2014,London Gliding Club,East Midlands,680,140,TRUE,150,10,490,0,650
19660,04/08/2014,Shalbourne Gliding Club,South East,580,110,TRUE,110,10,400,0,520
25013,04/08/2014,Midland Gliding Club,West Midlands,680,170,TRUE,170,0,630,0,800
12103,05/08/2014,Buckminster Gliding Club,East Midlands,670,200,TRUE,190,10,560,0,760
23621,05/08/2014,Cambridge Gliding Centre,East Anglia,730,210,TRUE,220,40,550,10,820
11757,06/08/2014,Lasham Gliding Society,South East,470,90,TRUE,80,20,530,10,640
22311,06/08/2014,Cotswold Gliding Club,West Midlands,630,110,TRUE,110,0,820,20,950
25772,06/08/2014,London Gliding Club,East Midlands,450,110,FALSE,100,10,380,20,510
964,07/08/2014,Norfolk Gliding Club,East Anglia,550,150,TRUE,140,0,810,0,950
2083,07/08/2014,Midland Gliding Club,West Midlands,680,140,TRUE,120,20,770,20,930
11769,07/08/2014,London Gliding Club,East Midlands,640,130,TRUE,110,10,800,20,940
17657,07/08/2014,London Gliding Club,East Midlands,340,90,FALSE,110,20,330,20,480
21590,07/08/2014,Scottish Gliding Centre,Scotland,560,120,FALSE,110,50,670,10,840
22648,07/08/2014,Yorkshire Gliding Club,North West,620,120,TRUE,120,40,420,0,580
7793,08/08/2014,Yorkshire Gliding Club,North West,560,100,TRUE,110,30,730,0,870
3301,09/08/2014,Talgarth Gliding Club,South Wales,460,90,TRUE,100,20,630,10,760
7774,09/08/2014,Yorkshire Gliding Club,North West,190,60,FALSE,70,40,280,10,400
19110,09/08/2014,Talgarth Gliding Club,South Wales,440,100,TRUE,100,30,600,10,740
12560,10/08/2014,Bristol & Gloucestershire Gliding Club,South West,680,150,TRUE,170,40,440,20,670
15580,10/08/2014,Wolds Gliding Club,East Midlands,220,40,TRUE,50,40,260,0,350
22184,10/08/2014,Yorkshire Gliding Club,North West,620,110,TRUE,100,30,760,10,900
4312,11/08/2014,Lasham Gliding Society,South East,720,150,TRUE,160,20,970,10,1160
9290,11/08/2014,Dunstable Gliding Club,East Midlands,330,70,TRUE,60,30,420,10,520
11044,11/08/2014,Gransden Lodge Gliding Club,East Anglia,680,160,TRUE,140,30,870,10,1050
11132,11/08/2014,Gransden Lodge Gliding Club,East Anglia,360,60,TRUE,50,50,460,0,560
23300,11/08/2014,Wolds Gliding Club,East Midlands,620,100,TRUE,120,50,590,0,760
1776,12/08/2014,Devon & Somerset Gliding Club,South West,380,90,TRUE,100,10,260,20,390
8626,12/08/2014,Norfolk Gliding Club,East Anglia,810,210,FALSE,240,40,680,10,970
9585,12/08/2014,Dunstable Gliding Club,East Midlands,430,130,TRUE,130,20,530,0,680
18802,12/08/2014,London Gliding Club,East Midlands,520,100,TRUE,120,30,770,10,930
23076,12/08/2014,Cambridge Gliding Centre,East Anglia,430,110,FALSE,110,10,270,0,390
7748,13/08/2014,Talgarth Gliding Club,South Wales,470,100,TRUE,90,30,440,10,570
9765,13/08/2014,London Gliding Club,East Midlands,720,160,TRUE,180,20,1010,10,1220
11177,13/08/2014,Norfolk Gliding Club,East Anglia,520,130,TRUE,130,20,590,10,750
9463,14/08/2014,Buckminster Gliding Club,East Midlands,590,120,TRUE,100,40,360,20,520
11664,14/08/2014,Nympsfield Gliding Club,South West,700,230,TRUE,210,30,820,10,1070
25213,14/08/2014,London Gliding Club,East Midlands,310,60,TRUE,60,40,330,0,430
15307,15/08/2014,Shalbourne Gliding Club,South East,230,70,FALSE,80,40,280,0,400
20145,15/08/2014,Yorkshire Gliding Club,North West,440,80,TRUE,70,20,370,20,480
3936,16/08/2014,Cambridge Gliding Centre,East Anglia,320,90,TRUE,90,20,390,0,500
14334,16/08/2014,Cambridge Gliding Centre,East Anglia,220,60,FALSE,50,0,150,20,220
17008,16/08/2014,Portmoak Gliding Club,Scotland,390,90,FALSE,100,20,270,0,390
2539,17/08/2014,Kent Gliding Club,South East,570,150,TRUE,130,30,570,10,740
3246,17/08/2014,Portmoak Gliding Club,Scotland,270,50,TRUE,50,20,150,0,220
19470,17/08/2014,Kent Gliding Club,South East,420,90,TRUE,90,20,410,10,530
22930,17/08/2014,Portmoak Gliding Club,Scotland,510,100,FALSE,90,50,530,10,680
24172,17/08/2014,Scottish Gliding Centre,Scotland,570,160,TRUE,140,20,540,20,720
25822,17/08/2014,Lasham Gliding Society,South East,660,220,TRUE,210,10,670,10,900
8181,18/08/2014,Scottish Gliding Centre,Scotland,270,80,TRUE,70,20,340,0,430
14182,18/08/2014,Devon & Somerset Gliding Club,South West,240,60,TRUE,60,0,310,0,370
18829,18/08/2014,Gransden Lodge Gliding Club,East Anglia,410,90,TRUE,90,30,290,20,430
19950,18/08/2014,London Gliding Club,East Midlands,410,100,TRUE,90,20,520,10,640
23883,18/08/2014,Cambridge Gliding Centre,East Anglia,700,120,TRUE,110,0,580,10,700
12769,19/08/2014,Buckminster Gliding Club,East Midlands,720,150,TRUE,150,10,700,10,870
15101,19/08/2014,Lasham Gliding Society,South East,380,90,TRUE,70,40,270,10,390
22186,19/08/2014,Shalbourne Gliding Club,South East,700,140,TRUE,120,30,1030,20,1200
23103,19/08/2014,Buckminster Gliding Club,East Midlands,310,100,TRUE,110,40,450,10,610
23454,19/08/2014,Cotswold Gliding Club,West Midlands,550,110,TRUE,120,40,820,0,980
299,20/08/2014,Cotswold Gliding Club,West Midlands,320,70,FALSE,70,0,480,0,550
5417,20/08/2014,Cotswold Gliding Club,West Midlands,490,110,TRUE,120,20,450,10,600
5710,20/08/2014,Midland Gliding Club,West Midlands,340,100,TRUE,100,20,310,20,450
7198,20/08/2014,Nympsfield Gliding Club,South West,610,180,FALSE,150,10,540,10,710
8621,20/08/2014,Talgarth Gliding Club,South Wales,350,70,TRUE,80,10,520,0,610
9785,20/08/2014,Bristol & Gloucestershire Gliding Club,South West,550,130,TRUE,150,30,780,10,970
20271,20/08/2014,Midland Gliding Club,West Midlands,710,140,FALSE,120,30,750,0,900
14667,21/08/2014,Wolds Gliding Club,East Midlands,220,50,TRUE,60,40,170,0,270
16261,21/08/2014,Portmoak Gliding Club,Scotland,320,70,TRUE,70,40,430,0,540
22985,21/08/2014,Lasham Gliding Society,South East,270,50,TRUE,60,40,330,0,430
24979,21/08/2014,Wolds Gliding Club,East Midlands,450,130,TRUE,110,20,480,10,620
1815,22/08/2014,Husbands Bosworth Gliding Club,East Midlands,450,120,TRUE,100,10,580,10,700
3144,22/08/2014,Midland Gliding Club,West Midlands,250,40,TRUE,40,20,280,10,350
11753,22/08/2014,London Gliding Club,East Midlands,750,130,TRUE,120,10,540,20,690
14210,22/08/2014,Norfolk Gliding Club,East Anglia,780,170,TRUE,150,50,1010,0,1210
16074,22/08/2014,Kent Gliding Club,South East,260,50,FALSE,50,20,150,20,240
21831,22/08/2014,Shalbourne Gliding Club,South East,570,170,TRUE,170,10,620,10,810
665,23/08/2014,Portmoak Gliding Club,Scotland,640,120,FALSE,140,0,440,10,590
6161,23/08/2014,Midland Gliding Club,West Midlands,750,240,TRUE,270,20,390,10,690
6318,23/08/2014,London Gliding Club,East Midlands,680,150,TRUE,150,20,600,10,780
8110,23/08/2014,Lasham Gliding Society,South East,520,130,TRUE,150,20,690,20,880
8522,23/08/2014,Yorkshire Gliding Club,North West,410,110,TRUE,100,40,500,0,640
11713,23/08/2014,Gransden Lodge Gliding Club,East Anglia,720,150,FALSE,170,20,770,10,970
14081,23/08/2014,Lasham Gliding Society,South East,420,70,TRUE,60,20,260,20,360
16110,23/08/2014,London Gliding Club,East Midlands,640,130,TRUE,120,10,340,10,480
24022,23/08/2014,Midland Gliding Club,West Midlands,320,50,TRUE,50,0,180,20,250
