Flight ID,Date,Gliding Club,Region,Scoring Distance (km),Speed (kph),Completed,Vpoints,Hpoints,Dpoints,Bpoints,Total Score
7981,28-10-2010,Gransden Lodge Gliding Club,East Anglia,350.0,100.0,True,80.0,30.0,490.0,10.0,610.0
7982,11-06-2011,Lasham Gliding Society,South East,300.0,80.0,True,80.0,30.0,250.0,0.0,360.0
7983,18-05-2017,Lasham Gliding Society,South East,240.0,50.0,False,50.0,20.0,350.0,10.0,430.0
7984,07-07-2011,Shalbourne Gliding Club,South East,380.0,100.0,True,90.0,20.0,460.0,0.0,570.0
7985,09-03-2021,Talgarth Gliding Club,South Wales,260.0,70.0,True,60.0,50.0,140.0,10.0,260.0
7986,29-05-2023,Norfolk Gliding Club,East Anglia,750.0,220.0,True,230.0,0.0,1060.0,20.0,1310.0
7987,27-09-2011,Bristol & Gloucestershire Gliding Club,South West,670.0,130.0,True,140.0,0.0,420.0,10.0,570.0
7988,22-10-2023,Bristol & Gloucestershire Gliding Club,South West,170.0,60.0,False,70.0,40.0,180.0,0.0,290.0
7989,26-01-2021,Devon & Somerset Gliding Club,South West,70.0,30.0,False,30.0,20.0,100.0,0.0,150.0
7990,24-06-2017,Devon & Somerset Gliding Club,South West,690.0,190.0,False,190.0,10.0,610.0,20.0,830.0
7991,26-10-2016,Midland Gliding Club,West Midlands,200.0,70.0,False,60.0,20.0,270.0,20.0,370.0
7992,16-12-2018,Buckminster Gliding Club,East Midlands,120.0,60.0,True,50.0,40.0,80.0,10.0,180.0
7993,01-05-2024,Kent Gliding Club,South East,260.0,50.0,True,40.0,0.0,180.0,20.0,240.0
7994,23-02-2024,Dunstable Gliding Club,East Midlands,100.0,50.0,False,50.0,40.0,120.0,0.0,210.0
7995,27-06-2011,Lasham Gliding Society,South East,560.0,130.0,True,130.0,50.0,620.0,0.0,800.0
7996,16-09-2015,Yorkshire Gliding Club,North West,210.0,50.0,False,60.0,30.0,110.0,20.0,220.0
7997,24-02-2020,Cotswold Gliding Club,West Midlands,60.0,20.0,False,20.0,40.0,40.0,20.0,120.0
7998,11-09-2021,Husbands Bosworth Gliding Club,East Midlands,270.0,90.0,True,100.0,10.0,280.0,0.0,390.0
7999,19-03-2012,Lasham Gliding Society,South East,370.0,180.0,True,180.0,20.0,190.0,20.0,410.0
8000,12-05-2019,Cambridge Gliding Centre,East Anglia,560.0,100.0,False,100.0,10.0,600.0,0.0,710.0
8001,19-11-2022,Buckminster Gliding Club,East Midlands,400.0,120.0,False,130.0,10.0,220.0,0.0,360.0
8002,11-05-2024,Lasham Gliding Society,South East,390.0,70.0,True,60.0,50.0,210.0,10.0,330.0
8003,06-09-2019,Kent Gliding Club,South East,410.0,90.0,True,100.0,30.0,420.0,10.0,560.0
8004,08-07-2016,London Gliding Club,East Midlands,530.0,140.0,True,160.0,30.0,520.0,10.0,720.0
8005,04-01-2016,Dunstable Gliding Club,East Midlands,100.0,40.0,True,40.0,30.0,90.0,20.0,180.0
8006,25-08-2024,London Gliding Club,East Midlands,420.0,130.0,True,150.0,30.0,500.0,10.0,690.0
8007,14-07-2016,Midland Gliding Club,West Midlands,670.0,130.0,False,150.0,0.0,740.0,0.0,890.0
8008,14-08-2022,Gransden Lodge Gliding Club,East Anglia,740.0,180.0,True,170.0,30.0,1070.0,20.0,1290.0
8009,16-01-2024,Yorkshire Gliding Club,North West,60.0,30.0,True,30.0,40.0,30.0,10.0,110.0
8010,29-10-2014,Midland Gliding Club,West Midlands,180.0,50.0,True,50.0,50.0,170.0,10.0,280.0
8011,30-06-2017,Husbands Bosworth Gliding Club,East Midlands,420.0,100.0,True,110.0,10.0,590.0,10.0,720.0
8012,13-10-2014,Lasham Gliding Society,South East,230.0,100.0,False,100.0,40.0,190.0,10.0,340.0
8013,02-11-2024,London Gliding Club,East Midlands,380.0,140.0,True,130.0,10.0,520.0,20.0,680.0
8014,11-03-2018,Cambridge Gliding Centre,East Anglia,130.0,50.0,True,50.0,40.0,180.0,0.0,270.0
8015,15-06-2012,Norfolk Gliding Club,East Anglia,220.0,60.0,True,60.0,10.0,180.0,0.0,250.0
8016,11-01-2018,Cambridge Gliding Centre,East Anglia,120.0,50.0,False,50.0,30.0,100.0,20.0,200.0
8017,09-05-2013,Husbands Bosworth Gliding Club,East Midlands,220.0,40.0,False,40.0,20.0,220.0,10.0,290.0
8018,26-08-2016,London Gliding Club,East Midlands,460.0,100.0,True,110.0,0.0,430.0,10.0,550.0
8019,17-08-2022,London Gliding Club,East Midlands,700.0,190.0,True,200.0,20.0,750.0,0.0,970.0
8020,07-03-2023,Buckminster Gliding Club,East Midlands,230.0,60.0,False,50.0,0.0,200.0,10.0,260.0
8021,09-02-2012,Cotswold Gliding Club,West Midlands,130.0,60.0,False,50.0,0.0,160.0,10.0,220.0
8022,12-03-2016,Lasham Gliding Society,South East,140.0,40.0,True,30.0,0.0,170.0,0.0,200.0
8023,10-05-2021,Cambridge Gliding Centre,East Anglia,260.0,60.0,True,70.0,40.0,130.0,10.0,250.0
8024,30-01-2013,Dunstable Gliding Club,East Midlands,70.0,30.0,False,30.0,30.0,50.0,10.0,120.0
8025,24-12-2014,Lasham Gliding Society,South East,50.0,30.0,True,30.0,0.0,30.0,10.0,70.0
8026,09-10-2015,London Gliding Club,East Midlands,100.0,50.0,False,50.0,0.0,110.0,10.0,170.0
8027,03-06-2010,London Gliding Club,East Midlands,400.0,130.0,True,140.0,30.0,520.0,10.0,700.0
8028,14-08-2015,Wolds Gliding Club,East Midlands,270.0,60.0,False,70.0,10.0,160.0,10.0,250.0
8029,09-12-2024,Buckminster Gliding Club,East Midlands,70.0,30.0,False,30.0,40.0,90.0,10.0,170.0
8030,22-10-2022,London Gliding Club,East Midlands,350.0,100.0,True,90.0,20.0,200.0,0.0,310.0
8031,21-05-2012,Husbands Bosworth Gliding Club,East Midlands,590.0,160.0,True,180.0,10.0,800.0,10.0,1000.0
8032,10-07-2024,Shalbourne Gliding Club,South East,320.0,100.0,True,110.0,20.0,390.0,0.0,520.0
8033,14-01-2013,Shalbourne Gliding Club,South East,140.0,90.0,True,90.0,40.0,150.0,0.0,280.0
8034,25-09-2016,Bristol & Gloucestershire Gliding Club,South West,430.0,120.0,True,100.0,50.0,510.0,10.0,670.0
8035,21-02-2022,Talgarth Gliding Club,South Wales,80.0,30.0,False,30.0,40.0,80.0,0.0,150.0
8036,26-12-2019,London Gliding Club,East Midlands,140.0,50.0,False,60.0,40.0,120.0,10.0,230.0
8037,12-09-2021,Cambridge Gliding Centre,East Anglia,450.0,110.0,True,100.0,0.0,600.0,10.0,710.0
8038,27-08-2012,Lasham Gliding Society,South East,330.0,80.0,True,90.0,20.0,420.0,20.0,550.0
8039,11-02-2010,Yorkshire Gliding Club,North West,100.0,50.0,False,60.0,40.0,90.0,20.0,210.0
8040,14-10-2014,Bristol & Gloucestershire Gliding Club,South West,120.0,40.0,True,40.0,10.0,130.0,10.0,190.0
8041,11-10-2013,Portmoak Gliding Club,Scotland,130.0,40.0,True,40.0,20.0,190.0,10.0,260.0
8042,14-03-2013,Wolds Gliding Club,East Midlands,170.0,80.0,True,60.0,50.0,170.0,20.0,300.0
8043,05-11-2018,Bristol & Gloucestershire Gliding Club,South West,360.0,100.0,False,100.0,50.0,320.0,20.0,490.0
8044,21-02-2010,Husbands Bosworth Gliding Club,East Midlands,50.0,20.0,False,20.0,20.0,60.0,10.0,110.0
8045,01-07-2015,Devon & Somerset Gliding Club,South West,410.0,110.0,True,100.0,30.0,520.0,0.0,650.0
8046,12-07-2020,Gransden Lodge Gliding Club,East Anglia,220.0,40.0,True,50.0,40.0,160.0,0.0,250.0
8047,03-07-2021,Norfolk Gliding Club,East Anglia,490.0,120.0,True,100.0,30.0,650.0,20.0,800.0
8048,19-11-2017,Devon & Somerset Gliding Club,South West,270.0,130.0,True,140.0,50.0,140.0,10.0,340.0
8049,14-09-2022,Devon & Somerset Gliding Club,South West,750.0,180.0,True,170.0,10.0,410.0,10.0,600.0
8050,23-03-2022,Husbands Bosworth Gliding Club,East Midlands,120.0,50.0,True,50.0,40.0,140.0,20.0,250.0
8051,16-02-2013,Wolds Gliding Club,East Midlands,80.0,40.0,False,40.0,30.0,60.0,10.0,140.0
8052,04-12-2024,Norfolk Gliding Club,East Anglia,80.0,40.0,True,40.0,20.0,70.0,20.0,150.0
8053,14-10-2011,Devon & Somerset Gliding Club,South West,250.0,70.0,True,70.0,20.0,140.0,0.0,230.0
8054,30-09-2017,Dunstable Gliding Club,East Midlands,490.0,130.0,False,130.0,30.0,590.0,10.0,760.0
8055,06-12-2012,Talgarth Gliding Club,South Wales,60.0,30.0,False,30.0,40.0,40.0,20.0,130.0
8056,11-07-2019,Midland Gliding Club,West Midlands,320.0,90.0,True,100.0,20.0,250.0,10.0,380.0
8057,04-08-2012,Midland Gliding Club,West Midlands,410.0,80.0,True,90.0,50.0,590.0,10.0,740.0
8058,28-11-2024,Shalbourne Gliding Club,South East,120.0,30.0,True,30.0,40.0,130.0,10.0,210.0
8059,26-05-2015,Shalbourne Gliding Club,South East,330.0,90.0,True,80.0,40.0,400.0,20.0,540.0
8060,11-05-2013,Scottish Gliding Centre,Scotland,500.0,90.0,False,80.0,50.0,290.0,10.0,430.0
8061,05-01-2012,Lasham Gliding Society,South East,120.0,50.0,False,40.0,40.0,120.0,10.0,210.0
8062,18-08-2023,Yorkshire Gliding Club,North West,570.0,180.0,True,150.0,10.0,780.0,10.0,950.0
8063,02-06-2017,Gransden Lodge Gliding Club,East Anglia,220.0,40.0,True,30.0,20.0,310.0,10.0,370.0
8064,18-11-2019,Husbands Bosworth Gliding Club,East Midlands,150.0,40.0,True,40.0,30.0,170.0,0.0,240.0
8065,25-10-2012,London Gliding Club,East Midlands,240.0,100.0,False,100.0,50.0,200.0,10.0,360.0
8066,20-03-2023,Talgarth Gliding Club,South Wales,150.0,40.0,True,40.0,10.0,190.0,20.0,260.0
8067,15-01-2010,Kent Gliding Club,South East,160.0,110.0,False,110.0,20.0,90.0,0.0,220.0
8068,19-05-2017,Norfolk Gliding Club,East Anglia,460.0,100.0,True,100.0,20.0,370.0,10.0,500.0
8069,07-05-2014,Portmoak Gliding Club,Scotland,240.0,50.0,True,50.0,40.0,120.0,20.0,230.0
8070,10-09-2014,Buckminster Gliding Club,East Midlands,590.0,100.0,True,90.0,30.0,820.0,0.0,940.0
8071,02-02-2015,Cambridge Gliding Centre,East Anglia,140.0,60.0,False,60.0,40.0,120.0,10.0,230.0
8072,12-08-2023,Buckminster Gliding Club,East Midlands,220.0,70.0,False,60.0,40.0,250.0,20.0,370.0
8073,17-10-2018,Shalbourne Gliding Club,South East,380.0,100.0,True,120.0,30.0,240.0,0.0,390.0
8074,18-11-2012,Nympsfield Gliding Club,South West,170.0,80.0,False,70.0,40.0,120.0,10.0,240.0
8075,09-06-2021,Buckminster Gliding Club,East Midlands,440.0,110.0,True,100.0,20.0,630.0,20.0,770.0
8076,23-12-2021,Shalbourne Gliding Club,South East,80.0,50.0,False,50.0,30.0,100.0,10.0,190.0
8077,10-07-2016,Norfolk Gliding Club,East Anglia,760.0,210.0,False,190.0,40.0,580.0,0.0,810.0
8078,16-06-2017,Buckminster Gliding Club,East Midlands,240.0,60.0,False,70.0,10.0,190.0,20.0,290.0
8079,24-10-2022,Bristol & Gloucestershire Gliding Club,South West,160.0,70.0,True,80.0,40.0,200.0,20.0,340.0
8080,06-02-2010,Dunstable Gliding Club,East Midlands,140.0,70.0,True,60.0,20.0,150.0,20.0,250.0
8081,24-08-2024,Bristol & Gloucestershire Gliding Club,South West,220.0,70.0,False,80.0,10.0,190.0,0.0,280.0
8082,19-03-2014,Buckminster Gliding Club,East Midlands,260.0,100.0,False,100.0,30.0,270.0,0.0,400.0
8083,09-12-2020,Wolds Gliding Club,East Midlands,100.0,40.0,True,40.0,20.0,140.0,10.0,210.0
8084,06-11-2020,Wolds Gliding Club,East Midlands,190.0,70.0,True,60.0,20.0,200.0,10.0,290.0
8085,16-10-2016,Husbands Bosworth Gliding Club,East Midlands,210.0,80.0,True,80.0,20.0,180.0,10.0,290.0
8086,03-01-2020,Yorkshire Gliding Club,North West,60.0,30.0,True,30.0,40.0,30.0,20.0,120.0
8087,25-06-2019,London Gliding Club,East Midlands,350.0,100.0,True,110.0,40.0,370.0,20.0,540.0
8088,20-02-2011,Yorkshire Gliding Club,North West,100.0,40.0,True,40.0,10.0,70.0,10.0,130.0
8089,14-10-2017,Lasham Gliding Society,South East,220.0,60.0,False,70.0,10.0,210.0,0.0,290.0
8090,05-05-2018,Bristol & Gloucestershire Gliding Club,South West,410.0,80.0,True,80.0,30.0,440.0,20.0,570.0
8091,21-02-2023,Husbands Bosworth Gliding Club,East Midlands,140.0,60.0,False,60.0,40.0,120.0,10.0,230.0
8092,21-08-2024,Midland Gliding Club,West Midlands,570.0,100.0,True,90.0,30.0,510.0,20.0,650.0
8093,09-05-2017,Cambridge Gliding Centre,East Anglia,500.0,150.0,True,160.0,30.0,390.0,10.0,590.0
8094,13-08-2016,Buckminster Gliding Club,East Midlands,460.0,110.0,True,130.0,20.0,630.0,20.0,800.0
8095,12-05-2013,Shalbourne Gliding Club,South East,720.0,140.0,True,140.0,30.0,1060.0,10.0,1240.0
8096,18-12-2023,Devon & Somerset Gliding Club,South West,150.0,60.0,True,70.0,0.0,160.0,20.0,250.0
8097,02-09-2017,Lasham Gliding Society,South East,460.0,110.0,False,130.0,30.0,480.0,20.0,660.0
8098,25-02-2012,Cambridge Gliding Centre,East Anglia,140.0,60.0,False,70.0,40.0,110.0,0.0,220.0
8099,05-09-2016,London Gliding Club,East Midlands,490.0,90.0,True,90.0,20.0,420.0,0.0,530.0
8100,05-10-2024,London Gliding Club,East Midlands,400.0,150.0,True,170.0,10.0,520.0,10.0,710.0
8101,15-02-2012,Buckminster Gliding Club,East Midlands,120.0,60.0,False,50.0,30.0,120.0,20.0,220.0
8102,12-11-2014,Midland Gliding Club,West Midlands,330.0,90.0,True,100.0,20.0,250.0,10.0,380.0
8103,09-04-2020,Wolds Gliding Club,East Midlands,190.0,40.0,True,30.0,20.0,240.0,10.0,300.0
8104,18-02-2014,Husbands Bosworth Gliding Club,East Midlands,130.0,50.0,True,60.0,10.0,150.0,0.0,220.0
8105,26-02-2022,Nympsfield Gliding Club,South West,60.0,30.0,True,30.0,20.0,40.0,10.0,100.0
8106,06-08-2012,London Gliding Club,East Midlands,720.0,140.0,True,130.0,20.0,1070.0,0.0,1220.0
8107,03-01-2019,Devon & Somerset Gliding Club,South West,150.0,80.0,False,80.0,20.0,80.0,10.0,190.0
8108,27-10-2010,Shalbourne Gliding Club,South East,190.0,60.0,True,60.0,10.0,160.0,0.0,230.0
8109,18-12-2014,Nympsfield Gliding Club,South West,90.0,30.0,True,30.0,0.0,130.0,20.0,180.0
8110,21-01-2013,Lasham Gliding Society,South East,150.0,50.0,False,40.0,0.0,100.0,0.0,140.0
8111,06-08-2011,London Gliding Club,East Midlands,730.0,150.0,True,160.0,30.0,400.0,10.0,600.0
8112,18-02-2016,Bristol & Gloucestershire Gliding Club,South West,90.0,50.0,False,50.0,10.0,130.0,0.0,190.0
8113,17-03-2016,Wolds Gliding Club,East Midlands,300.0,90.0,True,100.0,30.0,230.0,10.0,370.0
8114,21-02-2022,Talgarth Gliding Club,South Wales,110.0,40.0,False,40.0,30.0,70.0,0.0,140.0
8115,28-05-2011,Yorkshire Gliding Club,North West,210.0,60.0,True,70.0,10.0,260.0,20.0,360.0
8116,16-01-2016,Portmoak Gliding Club,Scotland,60.0,20.0,False,20.0,30.0,30.0,0.0,80.0
8117,30-08-2015,Bristol & Gloucestershire Gliding Club,South West,230.0,50.0,True,40.0,30.0,140.0,10.0,220.0
8118,16-12-2022,Midland Gliding Club,West Midlands,60.0,30.0,True,30.0,0.0,60.0,10.0,100.0
8119,31-03-2011,Buckminster Gliding Club,East Midlands,360.0,160.0,False,160.0,30.0,480.0,0.0,670.0
8120,29-04-2017,London Gliding Club,East Midlands,710.0,170.0,False,170.0,20.0,610.0,20.0,820.0
8121,26-12-2013,Lasham Gliding Society,South East,130.0,60.0,True,70.0,30.0,120.0,10.0,230.0
8122,03-03-2017,Portmoak Gliding Club,Scotland,220.0,80.0,True,70.0,50.0,150.0,10.0,280.0
8123,07-02-2010,Lasham Gliding Society,South East,70.0,30.0,True,30.0,30.0,50.0,0.0,110.0
8124,03-09-2020,Cambridge Gliding Centre,East Anglia,270.0,70.0,False,80.0,40.0,270.0,0.0,390.0
8125,20-01-2024,Wolds Gliding Club,East Midlands,90.0,50.0,False,50.0,10.0,50.0,10.0,120.0
8126,17-03-2022,Cotswold Gliding Club,West Midlands,270.0,130.0,False,150.0,0.0,310.0,10.0,470.0
8127,29-06-2018,Portmoak Gliding Club,Scotland,400.0,130.0,False,130.0,10.0,260.0,20.0,420.0
8128,24-01-2022,Yorkshire Gliding Club,North West,80.0,50.0,True,50.0,10.0,120.0,20.0,200.0
8129,15-06-2011,Nympsfield Gliding Club,South West,360.0,60.0,False,70.0,30.0,480.0,10.0,590.0
8130,16-12-2019,Husbands Bosworth Gliding Club,East Midlands,90.0,40.0,False,40.0,20.0,70.0,20.0,150.0
8131,22-03-2010,London Gliding Club,East Midlands,370.0,160.0,False,150.0,20.0,350.0,10.0,530.0
8132,13-07-2023,London Gliding Club,East Midlands,500.0,90.0,True,80.0,20.0,660.0,0.0,760.0
8133,08-02-2020,Buckminster Gliding Club,East Midlands,60.0,40.0,True,40.0,40.0,80.0,10.0,170.0
8134,24-10-2018,Yorkshire Gliding Club,North West,270.0,80.0,True,80.0,40.0,380.0,10.0,510.0
8135,05-05-2014,Yorkshire Gliding Club,North West,310.0,90.0,True,80.0,10.0,240.0,10.0,340.0
8136,31-08-2015,Norfolk Gliding Club,East Anglia,750.0,190.0,True,160.0,40.0,520.0,10.0,730.0
8137,20-05-2010,Kent Gliding Club,South East,360.0,70.0,True,60.0,10.0,430.0,20.0,520.0
8138,24-06-2024,Husbands Bosworth Gliding Club,East Midlands,540.0,110.0,False,110.0,50.0,780.0,20.0,960.0
8139,03-06-2016,Wolds Gliding Club,East Midlands,440.0,70.0,False,70.0,40.0,440.0,10.0,560.0
8140,26-01-2011,London Gliding Club,East Midlands,100.0,40.0,False,40.0,40.0,70.0,0.0,150.0
8141,04-06-2018,London Gliding Club,East Midlands,640.0,120.0,True,140.0,10.0,740.0,10.0,900.0
8142,29-07-2024,Lasham Gliding Society,South East,410.0,110.0,False,110.0,10.0,400.0,10.0,530.0
8143,02-11-2023,Shalbourne Gliding Club,South East,280.0,80.0,False,90.0,40.0,270.0,20.0,420.0
8144,24-12-2013,Wolds Gliding Club,East Midlands,110.0,70.0,True,60.0,20.0,120.0,10.0,210.0
8145,12-05-2014,Dunstable Gliding Club,East Midlands,570.0,170.0,False,200.0,10.0,750.0,20.0,980.0
8146,04-07-2019,Midland Gliding Club,West Midlands,340.0,90.0,True,80.0,50.0,260.0,0.0,390.0
8147,02-08-2019,Lasham Gliding Society,South East,320.0,80.0,True,80.0,0.0,280.0,10.0,370.0
8148,14-09-2011,Yorkshire Gliding Club,North West,260.0,40.0,True,40.0,50.0,280.0,10.0,380.0
8149,19-04-2010,Buckminster Gliding Club,East Midlands,590.0,130.0,False,130.0,0.0,680.0,0.0,810.0
8150,22-02-2010,Cotswold Gliding Club,West Midlands,130.0,50.0,True,50.0,40.0,80.0,0.0,170.0
8151,24-06-2012,Gransden Lodge Gliding Club,East Anglia,470.0,80.0,True,70.0,0.0,330.0,10.0,410.0
8152,03-02-2015,Devon & Somerset Gliding Club,South West,150.0,70.0,True,60.0,50.0,120.0,20.0,250.0
8153,20-12-2014,London Gliding Club,East Midlands,120.0,60.0,False,70.0,10.0,150.0,10.0,240.0
8154,19-05-2019,Shalbourne Gliding Club,South East,500.0,90.0,True,90.0,0.0,530.0,10.0,630.0
8155,08-04-2024,Norfolk Gliding Club,East Anglia,500.0,110.0,True,90.0,40.0,290.0,0.0,420.0
8156,01-05-2011,Wolds Gliding Club,East Midlands,390.0,100.0,True,90.0,50.0,530.0,10.0,680.0
8157,06-05-2012,Portmoak Gliding Club,Scotland,260.0,60.0,True,70.0,30.0,250.0,20.0,370.0
8158,09-02-2012,London Gliding Club,East Midlands,100.0,40.0,False,50.0,30.0,140.0,20.0,240.0
8159,21-03-2010,Yorkshire Gliding Club,North West,190.0,70.0,False,80.0,40.0,190.0,0.0,310.0
8160,16-05-2013,Lasham Gliding Society,South East,290.0,50.0,True,40.0,30.0,160.0,10.0,240.0
8161,19-09-2024,Kent Gliding Club,South East,240.0,50.0,False,50.0,30.0,200.0,0.0,280.0
8162,08-02-2010,Yorkshire Gliding Club,North West,90.0,40.0,False,30.0,40.0,80.0,10.0,160.0
8163,05-05-2014,Lasham Gliding Society,South East,620.0,180.0,True,180.0,20.0,430.0,10.0,640.0
8164,13-04-2014,London Gliding Club,East Midlands,440.0,110.0,False,110.0,30.0,560.0,10.0,710.0
8165,20-03-2015,Lasham Gliding Society,South East,260.0,80.0,True,70.0,20.0,270.0,20.0,380.0
8166,25-05-2018,Devon & Somerset Gliding Club,South West,720.0,210.0,False,210.0,0.0,390.0,10.0,610.0
8167,28-09-2024,Yorkshire Gliding Club,North West,500.0,110.0,True,120.0,30.0,450.0,10.0,610.0
8168,19-12-2012,Bristol & Gloucestershire Gliding Club,South West,150.0,50.0,False,40.0,10.0,160.0,20.0,230.0
8169,23-10-2010,London Gliding Club,East Midlands,280.0,130.0,True,140.0,20.0,320.0,10.0,490.0
8170,26-12-2011,Buckminster Gliding Club,East Midlands,60.0,40.0,False,40.0,20.0,50.0,10.0,120.0
8171,12-04-2017,Devon & Somerset Gliding Club,South West,290.0,60.0,True,60.0,20.0,360.0,10.0,450.0
8172,22-08-2013,Shalbourne Gliding Club,South East,620.0,160.0,False,160.0,0.0,440.0,10.0,610.0
8173,28-05-2010,Yorkshire Gliding Club,North West,670.0,120.0,False,120.0,50.0,430.0,20.0,620.0
8174,18-04-2016,Buckminster Gliding Club,East Midlands,350.0,80.0,True,90.0,40.0,450.0,20.0,600.0
8175,18-06-2015,Husbands Bosworth Gliding Club,East Midlands,520.0,110.0,True,130.0,10.0,540.0,10.0,690.0
8176,13-05-2021,Talgarth Gliding Club,South Wales,560.0,150.0,True,140.0,10.0,580.0,0.0,730.0
8177,30-06-2013,Portmoak Gliding Club,Scotland,410.0,110.0,True,100.0,10.0,240.0,20.0,370.0
8178,28-11-2016,Buckminster Gliding Club,East Midlands,100.0,50.0,False,50.0,20.0,120.0,10.0,200.0
8179,28-02-2021,Yorkshire Gliding Club,North West,90.0,40.0,False,40.0,40.0,70.0,10.0,160.0
8180,16-12-2024,Yorkshire Gliding Club,North West,130.0,70.0,False,70.0,40.0,180.0,10.0,300.0
8181,09-10-2024,Gransden Lodge Gliding Club,East Anglia,190.0,60.0,True,60.0,40.0,170.0,20.0,290.0
8182,22-07-2021,Yorkshire Gliding Club,North West,670.0,140.0,True,110.0,30.0,400.0,20.0,560.0
8183,05-08-2014,Bristol & Gloucestershire Gliding Club,South West,380.0,100.0,True,120.0,10.0,300.0,10.0,440.0
8184,23-07-2010,Wolds Gliding Club,East Midlands,470.0,140.0,True,140.0,0.0,390.0,0.0,530.0
8185,27-02-2011,Devon & Somerset Gliding Club,South West,130.0,90.0,True,100.0,50.0,140.0,10.0,300.0
8186,12-07-2016,Cambridge Gliding Centre,East Anglia,300.0,80.0,True,60.0,30.0,330.0,10.0,430.0
8187,16-05-2024,London Gliding Club,East Midlands,430.0,70.0,True,60.0,40.0,230.0,10.0,340.0
8188,27-06-2023,Cotswold Gliding Club,West Midlands,580.0,120.0,True,130.0,30.0,410.0,20.0,590.0
8189,05-12-2019,Yorkshire Gliding Club,North West,60.0,30.0,False,30.0,20.0,60.0,20.0,130.0
8190,21-05-2012,Devon & Somerset Gliding Club,South West,480.0,90.0,False,90.0,40.0,530.0,10.0,670.0
8191,11-08-2018,Shalbourne Gliding Club,South East,260.0,70.0,False,60.0,0.0,210.0,0.0,270.0
8192,05-05-2010,Norfolk Gliding Club,East Anglia,390.0,110.0,True,100.0,50.0,240.0,20.0,410.0
8193,11-10-2012,Talgarth Gliding Club,South Wales,230.0,100.0,False,100.0,10.0,260.0,10.0,380.0
8194,31-10-2023,Buckminster Gliding Club,East Midlands,240.0,110.0,True,90.0,30.0,230.0,0.0,350.0
8195,11-08-2020,Midland Gliding Club,West Midlands,430.0,140.0,False,160.0,20.0,430.0,0.0,610.0
8196,23-12-2014,Scottish Gliding Centre,Scotland,70.0,30.0,False,30.0,10.0,60.0,10.0,110.0
8197,25-08-2015,Bristol & Gloucestershire Gliding Club,South West,210.0,50.0,True,50.0,30.0,270.0,0.0,350.0
8198,02-11-2011,Kent Gliding Club,South East,220.0,120.0,True,140.0,30.0,250.0,20.0,440.0
8199,20-10-2011,London Gliding Club,East Midlands,220.0,60.0,True,50.0,20.0,180.0,0.0,250.0
8200,12-07-2011,Midland Gliding Club,West Midlands,210.0,40.0,False,40.0,10.0,170.0,0.0,220.0
8201,11-05-2022,Cotswold Gliding Club,West Midlands,530.0,110.0,True,90.0,10.0,680.0,10.0,790.0
8202,22-07-2014,Dunstable Gliding Club,East Midlands,250.0,70.0,True,70.0,10.0,340.0,10.0,430.0
8203,18-05-2019,Husbands Bosworth Gliding Club,East Midlands,380.0,90.0,True,110.0,20.0,250.0,20.0,400.0
8204,11-12-2013,Nympsfield Gliding Club,South West,140.0,60.0,True,50.0,50.0,180.0,0.0,280.0
8205,13-05-2016,Dunstable Gliding Club,East Midlands,400.0,130.0,True,150.0,10.0,480.0,10.0,650.0
8206,09-09-2022,Yorkshire Gliding Club,North West,660.0,200.0,True,210.0,20.0,690.0,10.0,930.0
8207,25-02-2010,Lasham Gliding Society,South East,140.0,60.0,False,70.0,0.0,80.0,10.0,160.0
8208,13-10-2019,Portmoak Gliding Club,Scotland,330.0,90.0,False,80.0,50.0,390.0,10.0,530.0
8209,12-05-2012,Midland Gliding Club,West Midlands,680.0,220.0,True,230.0,10.0,450.0,10.0,700.0
8210,31-01-2024,Cambridge Gliding Centre,East Anglia,110.0,70.0,True,60.0,20.0,70.0,0.0,150.0
8211,01-03-2017,Nympsfield Gliding Club,South West,120.0,40.0,False,50.0,20.0,170.0,10.0,250.0
8212,16-10-2018,Shalbourne Gliding Club,South East,300.0,130.0,False,140.0,10.0,200.0,0.0,350.0
8213,12-08-2022,Nympsfield Gliding Club,South West,730.0,220.0,True,210.0,30.0,490.0,0.0,730.0
8214,01-06-2017,Cotswold Gliding Club,West Midlands,610.0,110.0,True,120.0,20.0,670.0,10.0,820.0
8215,13-06-2021,Cambridge Gliding Centre,East Anglia,320.0,70.0,True,70.0,40.0,430.0,10.0,550.0
8216,02-12-2021,Midland Gliding Club,West Midlands,60.0,40.0,True,50.0,30.0,70.0,20.0,170.0
8217,17-11-2011,Bristol & Gloucestershire Gliding Club,South West,200.0,80.0,False,80.0,20.0,200.0,10.0,310.0
8218,21-10-2018,Portmoak Gliding Club,Scotland,250.0,110.0,True,100.0,30.0,150.0,20.0,300.0
8219,24-05-2017,Shalbourne Gliding Club,South East,510.0,140.0,False,120.0,0.0,520.0,0.0,640.0
8220,23-05-2023,Shalbourne Gliding Club,South East,470.0,90.0,False,90.0,30.0,650.0,10.0,780.0
8221,18-03-2012,Lasham Gliding Society,South East,380.0,150.0,True,130.0,50.0,380.0,0.0,560.0
8222,08-07-2015,Buckminster Gliding Club,East Midlands,380.0,90.0,True,110.0,10.0,300.0,10.0,430.0
8223,23-08-2021,Gransden Lodge Gliding Club,East Anglia,230.0,50.0,True,50.0,30.0,140.0,10.0,230.0
